Title,Year,citations,Scientific Entity Disambigious
{CUNI} in {WMT}15: Chimera Strikes Again,2015,10,"cuni, wsd2, chimera"
{C}im{S} - The {CIS} and {IMS} Joint Submission to {WMT} 2015 addressing morphological and syntactic differences in {E}nglish to {G}erman {SMT},2015,4,"icl, ʒ, ims, wmt 2018, morphological changes, syntactic change, latin, german, statistical mt (machine translation)"
The Karlsruhe Institute of Technology Translation Systems for the {WMT} 2015,2015,3,"karlsruhe institute of technology, translation systems, wmt 2018"
New Language Pairs in {T}ecto{MT},2015,18,"language pairs, edumt"
Tuning Phrase-Based Segmented Translation for a Morphologically Complex Target Language,2015,4,"free-style sentence translation, morphologically complex target language"
The {AFRL}-{MITLL} {WMT}15 System: There{'}s More than One Way to Decode It!,2015,7,"afrl-mitll, wsd2, decop"
The {KIT}-{LIMSI} Translation System for {WMT} 2015,2015,4,"slt translation system, wmt 2018"
The {E}dinburgh/{JHU} Phrase-based Machine Translation Systems for {WMT} 2015,2015,16,"mrcpd cross-language expansions, wmt 2018"
{M}ontreal Neural Machine Translation Systems for {WMT}{'}15,2015,121,"canada, neural machine translation system, wmt'21"
{GF} Wide-coverage {E}nglish-{F}innish {MT} system for {WMT} 2015,2015,5,"gf wide-coverage english-finnish mt system, wmt 2018"
{LIMSI}@{WMT}{'}15 : Translation Task,2015,10,"asap, wmt'21, translational"
{U}d{S}-Sant: {E}nglish{--}{G}erman Hybrid Machine Translation System,2015,13,"uds-sant, latin, german, hybrid machine translation system"
The {RWTH} {A}achen {G}erman-{E}nglish Machine Translation System for {WMT} 2015,2015,6,"rwth aachen, english-hindi machine translation system, wmt 2018"
Exact Decoding with Multi Bottom-Up Tree Transducers,2015,2,"decoding, tree-to-tree transducers"
{S}heffield Systems for the {F}innish-{E}nglish {WMT} Translation Task,2015,1,"sharp models, romanian-english alignment task"
Morphological Segmentation and {OPUS} for {F}innish-{E}nglish Machine Translation,2015,6,"morphological clustering, sap, german-english machine translation"
{A}bu-{M}a{T}ran at {WMT} 2015 Translation Task: Morphological Segmentation and Web Crawling,2015,13,"abu-matran, biomedical wmt 2018 task, morphological clustering, web crawling"
The {U}niversity of {I}llinois submission to the {WMT} 2015 Shared Translation Task,2015,1,"university of indiana, wmt 2020 similar language task"
{E}dinburgh{'}s Syntax-Based Systems at {WMT} 2015,2015,4,"edinburgh, syntax-based systems, wmt 2018"
The {FBK} Participation in the {WMT}15 Automatic Post-editing Shared Task,2015,20,"fst, wikitext error correction task"
{USAAR}-{SAPE}: An {E}nglish{--}{S}panish Statistical Automatic Post-Editing System,2015,15,"iba-sys, latin, spanish, automatic post-editing system"
Why Predicting Post-Edition is so Hard? Failure Analysis of {LIMSI} Submission to the {APE} Shared Task,2015,6,"predicting post-edition, error analysis, limsi submission, shared task"
Hierarchical Machine Translation With Discontinuous Phrases,2015,5,"hierarchical machine translation, discontinuous"
Discontinuous Statistical Machine Translation with Target-Side Dependency Syntax,2015,1,"statistic machine translation, source-side dependency tree"
{L}ist{N}et-based {MT} Rescoring,2015,11,"ranknet, mt rescoring"
Results of the {WMT}15 Metrics Shared Task,2015,71,metrics shared task
Results of the {WMT}15 Tuning Shared Task,2015,6,wmt16 tuning task
Extended Translation Models in Phrase-based Decoding,2015,4,"multipath translation, phrase-based decoder"
Investigations on Phrase-based Decoding with Recurrent Neural Network Language and Translation Models,2015,13,"phrase-based decoder, recurrent neural model, translation model"
Referential Translation Machines for Predicting Translation Quality and Related Statistics,2015,14,"preferential presentation, translation quality, related terms"
{UA}lacant word-level machine translation quality estimation system at {WMT} 2015,2015,10,"ualacant machine translation quality estimation, wmt 2018"
{QU}ality Estimation from {S}cra{TCH} ({QUETCH}): Deep Learning for Word-level Translation Quality Estimation,2015,50,"quality estimation from scratch (quetch), deep context, phrase-level estimation"
{LORIA} System for the {WMT}15 Quality Estimation Shared Task,2015,9,"midas loop, wmt19 robustness task"
Data enhancement and selection strategies for the word-level Quality Estimation,2015,6,"data shift, data strategies, phrase-level estimation"
{USHEF} and {USAAR}-{USHEF} participation in the {WMT}15 {QE} shared task,2015,8,"ushef, usaar-ushef, wmt13 qe task"
{SHEF}-{NN}: Translation Quality Estimation with Neural Networks,2015,20,"shef-nn, translation quality estimation, neural networks"
Strategy-Based Technology for Estimating {MT} Quality,2015,5,"strategy-based technology, estimating, raw mt"
{UGENT}-{LT}3 {SCATE} System for Machine Translation Quality Estimation,2015,10,"ugent-lt3 scate, translation quality estimation"
Multi-level Evaluation for Machine Translation,2015,5,"meta-evaluation, machine translation"
{VERT}a: a Linguistically-motivated Metric at the {WMT}15 Metrics Task,2015,5,"zore, linguistically-motivated tree, wmt17 metrics task"
{UPF}-Cobalt Submission to {WMT}15 Metrics Task,2015,9,"upf-cobalt, wmt17 metrics task"
Machine Translation Evaluation using Recurrent Neural Networks,2015,16,"machine translation, audit, recurrent neural filters"
Alignment-based sense selection in {METEOR} and the {RATATOUILLE} recipe,2015,8,"alignment-based sense selection, in, ratatouille recipe"
chr{F}: character n-gram {F}-score for automatic {MT} evaluation,2015,256,"chrf, character n-gram f-score, automatic mt evaluation"
{BEER} 1.1: {ILLC} {U}v{A} submission to metrics and tuning task,2015,26,"beer 1, illc uva, metrics, map task"
Predicting Machine Translation Adequacy with Document Embeddings,2015,14,"adequacy, content embeddings"
{L}e{BLEU}: N-gram-based Translation Evaluation Score for Morphologically Complex Languages,2015,14,"lebleu, n-gram, belief scores, morphologically rich languages"
{CASICT}-{DCU} Participation in {WMT}2015 Metrics Task,2015,24,"casict-dcu, wmt17 metrics task"
{D}rem: The {AFRL} Submission to the {WMT}15 Tuning Task,2015,11,"afet, afrl, wmt16 tuning task"
{MT} Tuning on {RED}: A Dependency-Based Evaluation Metric,2015,4,"mt, 3d, utility-driven approach"
Improving evaluation and optimization of {MT} systems against {MEANT},2015,7,"audit, abstract, mt systems, is"
An Investigation of Machine Translation Evaluation Metrics in Cross-lingual Question Answering,2015,4,"machine translation, evaluation metrics, cross-lingual leveled reading"
Dependency Analysis of Scrambled References for Better Evaluation of {J}apanese Translation,2015,2,"dependency analysis, metated, audit, norwegian edition"
How do Humans Evaluate Machine Translation,2015,12,"human, machine translation"
Local System Voting Feature for Machine Translation System Combination,2015,11,"indirect feature voting, machine translation system"
"Proceedings of the 6th Workshop on Computational Approaches to Subjectivity, Sentiment and Social Media Analysis",2015,0,"7th workshop, numerical approaches, subjecthood, i, social media analysis"
Multilingual Affect Polarity and Valence Prediction in Metaphors,2015,1,"multilingual, affect polarity, valency theory, metaphors"
"Sentiment Analysis on Monolingual, Multilingual and Code-Switching {T}witter Corpora",2015,38,"link analysis, monolingual, multilingual, code-switching, twitter corpora"
Connotation in Translation,2015,6,"connotation, bilingual"
Enhanced {T}witter Sentiment Classification Using Contextual Information,2015,34,"twitter, it strategy, aspectual information"
Your Sentiment Precedes You: Using an author{'}s historical tweets to predict sarcasm,2015,68,"i, author's historical tweets, sarcasm"
Optimising Agile Social Media Analysis,2015,2,"agile social media science, optimize"
Utilizing review analysis to suggest product advertisement improvements,2015,3,"review domain, product advertisement improvements"
Towards Opinion Mining from Reviews for the Prediction of Product Rankings,2015,6,"opinion mining, review, limit, product pages"
Classification of deceptive opinions using a low dimensionality representation,2015,14,"classification, deceptive, low error density domains"
Extending effect annotation with lexical decomposition,2015,7,"fluid annotation, lexical cues"
Analysing domain suitability of a sentiment lexicon by identifying distributionally bipolar words,2015,16,"domain portability, entity lexicons, low-frequent words"
{I}magisaurus: An Interactive Visualizer of Valence and Emotion in the {R}oget{'}s Thesaurus,2015,2,"imagisaurus, visualization, valence, sad, roget's thesaurus"
"Personality Traits on {T}witter{---}or{---}{H}ow to Get 1,500 Personality Tests in a Week",2015,98,"personal traits, twitter, cognitive tests"
Negation Scope Detection for {T}witter Sentiment Analysis,2015,44,"negation scope detection, twitter, link analysis"
A Linguistically Informed Convolutional Neural Network,2015,12,"linguistically informed, convolution neural network"
How much does word sense disambiguation help in sentiment analysis of micropost data?,2015,18,"word sense ambiguation, link analysis, micropost data"
Predicting Ratings for New Movie Releases from {T}witter Content,2015,10,"ratings, movie script, twitter text"
Beyond Sentiment: Social Psychological Analysis of Political {F}acebook Comments in {H}ungary,2015,3,"i, social analysis, political facebook comments, hungary"
Verb-centered Sentiment Inference with Description Logics,2015,6,"verb-centered, learners, naive grammars"
Mining {HEXACO} personality traits from Enterprise Social Media,2015,2,"hexaco personality traits, social enterprise"
Opinion Holder and Target Extraction for Verb-based Opinion Predicates {--} The Problem is Not Solved,2015,3,"opinion holder, field extraction, verb predicates"
Synthetic Text Generation for Sentiment Analysis,2015,8,"natural text generation, link analysis"
"Detecting speculations, contrasts and conditionals in consumer reviews",2015,10,"compromises, prose, conditionals, consumer reviews"
Using Combined Lexical Resources to Identify Hashtag Types,2015,2,"free lexical resources, hashtag types"
Sentiment Classification via a Response Recalibration Framework,2015,0,"it strategy, response recalibration framework"
Proceedings of the Fourth Workshop on Vision and Language,2015,0,"sixth workshop, dim, language"
Visually-Verifiable Textual Entailment: A Challenge Task for Combining Language and Vision,2015,1,"few-shot textual entailment, show, language, dim"
Computational Integration of Human Vision and Natural Language through Bitext Alignment,2015,4,"computational theory, human users, natural language, bitext"
Towards Reliable Automatic Multimodal Content Analysis,2015,0,multimodal semantic alignment
Lingusitic Analysis of Multi-Modal Recurrent Neural Networks,2015,4,"tense analysis, multi-modal recurrent neural networks"
Defining Visually Descriptive Language,2015,4,visually grounded language
Semantic Tuples for Evaluation of Image to Sentence Generation,2015,4,"semantic tuples, audit, text to speech synthesis"
Image Representations and New Domains in Neural Image Captioning,2015,15,"text representations, new domain, neural image captioning"
Image with a Message: Towards Detecting Non-Literal Image Usages by Visual Linking,2015,2,"3d, egg, verb usages, guided search"
Visual Classifier Prediction by Distributional Semantic Embedding of Text Descriptions,2015,1,"classifier optimization, semantic embedding, text genre"
Understanding Urban Land Use through the Visualization of Points of Interest,2015,6,"urban land use, visualization, points of interest"
Comparing Attribute Classifiers for Interactive Language Grounding,2015,4,"classifiers, note-code interaction"
