Title,Year,citations,Scientific Entity Disambigious,FICE Score
"Big Data Small Data, In Domain Out-of Domain, Known Word Unknown Word: The Impact of Word Representations on Sequence Labelling Tasks",2015.0,35,"datalab, tiny data, in domain, out-of domain, known word, word types, semantic tagging tasks",0.4722332778157263
Contrastive Analysis with Predictive Power: Typology Driven Estimation of Grammatical Error Distributions in {ESL},2015.0,12,"contrastive code, predictive power, typology, estimation, grammar error correction, esl (english as a second language)",0.5321496887728262
Cross-lingual syntactic variation over age and gender,2015.0,59,"bi-lingual, syntactic change, age, gender",0.6469997360446014
Cross-lingual Transfer for Unsupervised Dependency Parsing Without Parallel Data,2015.0,29,"cross-lingual senses, unlabeled dependency parsing, parallel data",0.3754108277663331
Detecting Semantically Equivalent Questions in Online User Forums,2015.0,53,"semantically similar questions, online user forums",0.00014503562596801522
Entity Linking {K}orean Text: An Unsupervised Learning Approach using Semantic Relations,2015.0,1,"node linking, korean text, unsupervised learner, semantic relations",0.25960292173216165
Incremental Recurrent Neural Network Dependency Parser with Search-based Discriminative Training,2015.0,15,"deep recurrent neural network, dependency parser, search-based discriminative training",0.13143906241404515
Instance Selection Improves Cross-Lingual Model Training for Fine-Grained Sentiment Analysis,2015.0,12,"instance level, cross-lingual training, fine-grained opinion analysis",0.5659878092135224
Labeled Morphological Segmentation with Semi-{M}arkov Models,2015.0,32,"morphological clustering, semi-markov model",0.56120408069032
Learning to Exploit Structured Resources for Lexical Inference,2015.0,10,"copying, leak, structured metadata, lexical inference",0.702910705968292
Linking Entities Across Images and Text,2015.0,2,"entities, photo, text",0.7311862277196828
Making the Most of Crowdsourced Document Annotations: Confused Supervised {LDA},2015.0,9,"crowdsourced annotations, supervised lda",0.14284214523383731
Multichannel Variable-Size Convolution for Sentence Classification,2015.0,125,"multi-way, variable-size convolution, sentence level",0.028918874852951193
Opinion Holder and Target Extraction based on the Induction of Verbal Categories,2015.0,11,"opinion holder, field extraction, synth, verbal stems",0.5712549106767153
"Quantity, Contrast, and Convention in Cross-Situated Language Comprehension",2015.0,3,"quantity, scan, society, gender knowledge acquisition",0.1937545652694144
Recovering Traceability Links in Requirements Documents,2015.0,4,"free indexation, regulatory documents",0.0
Structural and lexical factors in adjective placement in complex noun phrases across {R}omance languages,2015.0,11,"structural traits, lexical choice, adjective, noun phrases, asian languages",0.2607522204473657
Symmetric Pattern Based Word Embeddings for Improved Word Similarity Prediction,2015.0,99,"pattern pairs, word embeddings, word similarity tasks",0.3479674319340492
Task-Oriented Learning of Word Embeddings for Semantic Relation Classification,2015.0,46,"memory-based learning, word embeddings, semantic relation prediction",0.39331923265988733
Temporal Information Extraction from {K}orean Texts,2015.0,8,"temporal data, korean text",0.19537001864748893
Transition-based Spinal Parsing,2015.0,8,"image-based, spinal parsing",0.4648905168637276
Accurate Cross-lingual Projection between Count-based Word Vectors by Exploiting Translatable Context Pairs,2015.0,4,"cross-lingual senses, count-based word vectors, translatable context pairs",0.735767971576003
Deep Neural Language Models for Machine Translation,2015.0,44,"neural language model, machine translation",0.3048736773169112
Finding Opinion Manipulation Trolls in News Community Forums,2015.0,81,"opinion manipulation trolls, community forums",0.11458485829407572
Do dependency parsing metrics correlate with human judgments?,2015.0,10,"parser combinators, human effort",0.4326808784581393
Feature Selection for Short Text Classification using Wavelet Packet Transform,2015.0,8,"feature impact, short text aggregation, wavelet transform",0.3437140099204071
Learning Adjective Meanings with a Tensor-Based Skip-Gram Model,2015.0,12,"verb meanings, multimodal skip-gram model",0.0
Model Selection for Type-Supervised Learning with Application to {POS} Tagging,2015.0,2,"model depth, un-supervised learning, flow, pos tagging",0.5003650651139719
One Million Sense-Tagged Instances for Word Sense Disambiguation and Induction,2015.0,60,"one million sense-tagged instances, word sense ambiguation, synth",0.5620112935061485
Reading behavior predicts syntactic categories,2015.0,26,"reading behavior, syntactic space",9.13370188371232e-08
Semantic Similarity Frontiers: From Concepts to Documents,2015.0,0,"semantic loss, ethical, papers",0.444328764584752
Personality Research for {NLP},2015.0,0,"reasoning research, natural language processing-2",0.6172295687689164
Transparent Machine Learning for Information Extraction: State-of-the-Art and the Future,2015.0,0,"machine learning, information discovery, state-of-the-art, future",0.4978399079874617
Knowledge Acquisition for Web Search,2015.0,0,"knowledge based, web search",0.05751377795399959
Learning Semantic Relations from Text,2015.0,0,"semantic relations, text",0.2802756366917283
Applications of Social Media Text Analysis,2015.0,0,"art, social media, text analysis",0.617507389208171
Robust Semantic Analysis of Multiword Expressions with {F}rame{N}et,2015.0,0,"semantic memory, multiword expressions, framenet",0.3209365572082385
Computational Analysis of Affect and Emotion in Language,2015.0,0,"computational theory, hero, sad, language",0.5932054090355814
Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing,2015.0,0,"2018 conference, current methods, natural language processing",0.6366549200438695
Language Understanding for Text-based Games using Deep Reinforcement Learning,2015.0,220,"language ability, text-based games, reinforcement learning",0.8259037847343028
Distributional vectors encode referential attributes,2015.0,43,"distributional vectors, referential property",0.4360208298635118
Building a shared world: mapping distributional to model-theoretic semantic spaces,2015.0,58,"shared world, distributional term, model-theoretic semantic spaces",0.06240106230900555
Dependency Graph-to-String Translation,2015.0,4,"relation graph, string editing",0.0
Reordering Grammar Induction,2015.0,11,"reordering, grammar cases",0.21647751481014688
Syntax-based Rewriting for Simultaneous Machine Translation,2015.0,22,"syntax-based rewriting, indirect machine translation",0.10240938037150316
Identifying Political Sentiment between Nation States with Social Media,2015.0,26,"public sentiment, nation states, social media",0.7935033496354161
Open Extraction of Fine-Grained Political Statements,2015.0,26,"open extraction, fine-grained expressions",0.0005478017932307733
Using Personal Traits For Brand Preference Prediction,2015.0,21,"personal traits, trend study",0.0026515498483211664
Semantic Annotation for Microblog Topics Using {W}ikipedia Temporal Information,2015.0,6,"semantic annotation, microblogs, wikipedia, temporal data",0.3663089787642486
System Combination for Multi-document Summarization,2015.0,28,"combination lock, multi-document summaries",0.001791636890687176
Phrase-based Compressive Cross-Language Summarization,2015.0,30,"word-based models, cross-lingual summaries",1.7070676283648112e-07
Re-evaluating Automatic Summarization with {BLEU} and 192 Shades of {ROUGE},2015.0,60,"manual summarization, bleu, mo",0.2773291969660428
Indicative Tweet Generation: An Extractive Summarization Problem?,2015.0,11,"retweet rhetoric, optimal summaries",0.267391690864314
Visual Bilingual Lexicon Induction with Transferred {C}onv{N}et Features,2015.0,37,"human bilingual lexicon, transferred convnet features",0.0
Cross Lingual Sentiment Analysis using Modified {BRAE},2015.0,18,"cross lingual opinion analysis, modified brae",0.0
Monotone Submodularity in Opinion Summaries,2015.0,3,"submodularity, opinion summaries",0.008338142218373812
Joint Prediction for Entity/Event-Level Sentiment Analysis using Probabilistic Soft Logic Models,2015.0,51,"joint neural, aspect-term sentiment analysis, deep probabilistic logic",0.15738852806867654
Learning to Recognize Affective Polarity in Similes,2015.0,11,"copying, see, affective polarity, similes",0.42047746596489555
Cross-document Event Coreference Resolution based on Cross-media Features,2015.0,14,"cross-document coreference resolution, cross-media features",9.96425164601078e-13
A Survey of Current Datasets for Vision and Language Research,2015.0,53,"datasets, language and speech",0.19450936228907267
"Combining Geometric, Textual and Visual Features for Predicting Prepositions in Image Descriptions",2015.0,22,"curveship, textual reports, visual features, prepositions, image pairs",0.5198211955105907
On A Strictly Convex {IBM} Model 1,2015.0,1,"strictly convex, ibm model 1",0.0511510249171272
Factorization of Latent Variables in Distributional Semantic Models,2015.0,16,"factoring, latent variables, distributional semantic models",0.4758810766816291
Non-lexical neural architecture for fine-grained {POS} Tagging,2015.0,55,"brain-based semantic features, fine-grained pos tags",0.0
Online Representation Learning in Recurrent Neural Language Models,2015.0,10,"proxy task learning, recurrent neural model",0.8950857423432216
A Model of Zero-Shot Learning of Spoken Language Understanding,2015.0,45,"hp, few-shot learning, language ability",0.6948986849686851
Modeling Tweet Arrival Times using Log-{G}aussian Cox Processes,2015.0,12,"retweet rhetoric, log-gaussian cox processes, test",0.18362006055276647
Pre-Computable Multi-Layer Neural Network Language Models,2015.0,6,"computability, multi-layer neural network, grammar model",0.20439898160754677
Birds of a Feather Linked Together: A Discriminative Topic Model using Link-based Priors,2015.0,8,"birds, discriminative model, example-driven",0.5170011938663457
Aligning Knowledge and Text Embeddings by Entity Descriptions,2015.0,112,"mute, text embeddings, entitycs",0.7895488929814348
An Empirical Analysis of Optimization for Max-Margin {NLP},2015.0,19,"empirical study, abstract, max-margin, natural language processing-2",0.5933684673601833
Learning Better Embeddings for Rare Words Using Distributional Representations,2015.0,8,"embeddings, rare words, word-class distributions",0.3373965607167905
Composing Relationships with Translations,2015.0,73,"art, translate",0.3696387469288237
Noise or additional information? Leveraging crowdsource annotation item agreement for natural language tasks.,2015.0,13,"noise, date information, crowdsourced annotations, natural language tasks",0.4883509670084718
Evaluation methods for unsupervised word embeddings,2015.0,400,"analysis methods, unsupervised word embeddings",0.5247311942355707
Efficient Methods for Incorporating Knowledge into Topic Models,2015.0,45,"fast method, mute, topic model",0.5309042719193386
