Title,Year,Important Words,Citations
Dialogue Management based on Sentence Clustering,2015,"dialogue management, sentence clustering",4
Compact Lexicon Selection with Spectral Methods,2015,"compact lexicon, spectral methods",14
The Impact of Listener Gaze on Predicting Reference Resolution,2015,"listener gaze, predicting reference resolution",3
A Simultaneous Recognition Framework for the Spoken Language Understanding Module of Intelligent Personal Assistant Software on Smart Phones,2015,"simultaneous recognition framework, spoken language understanding module, intelligent personal assistant software, smart phones",4
A Deeper Exploration of the Standard {PB}-{SMT} Approach to Text Simplification and its Evaluation,2015,"standard pb-smt approach, text simplification, evaluation",38
Learning Summary Prior Representation for Extractive Summarization,2015,"learning summary, prior representation, extractive summarization",89
A Methodology for Evaluating Timeline Generation Algorithms based on Deep Semantic Units,2015,"methodology, evaluating, timeline generation algorithms, deep semantic units",4
Unsupervised extractive summarization via coverage maximization with syntactic and semantic concepts,2015,"unsupervised extractive summarization, coverage maximization, syntactic concepts, semantic concepts",19
Low Resource Dependency Parsing: Cross-lingual Parameter Sharing in a Neural Network Parser,2015,"low resource dependency parsing, cross-lingual parameter sharing, neural network parser",176
Semantic Structure Analysis of Noun Phrases using {A}bstract {M}eaning {R}epresentation,2015,"semantic structure analysis, noun phrases, abstract meaning representation",10
Boosting Transition-based {AMR} Parsing with Refined Actions and Auxiliary Analyzers,2015,"transition-based amr parsing, refined actions, auxiliary analyzers, boosting",64
Generative Incremental Dependency Parsing with Neural Networks,2015,"generative incremental dependency parsing, neural networks",14
Labeled Grammar Induction with Minimal Supervision,2015,"grammar induction, minimal supervision",8
On the Importance of Ezafe Construction in {P}ersian Parsing,2015,"ezafe construction, persian parsing",10
Proceedings of the 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),2015,"53rd annual meeting of the association for computational linguistics, 7th international joint conference on natural language processing, volume 1: long papers",0
On Using Very Large Target Vocabulary for Neural Machine Translation,2015,"very large target vocabulary, neural machine translation",767
Addressing the Rare Word Problem in Neural Machine Translation,2015,"rare word problem, neural machine translation",611
Encoding Source Language with Convolutional Neural Network for Machine Translation,2015,"source language, convolutional neural network, machine translation",94
Statistical Machine Translation Features with Multitask Tensor Networks,2015,"statistical machine translation, features, multitask tensor networks",16
Describing Images using Inferred Visual Dependency Representations,2015,"images, inferred visual dependency representations",42
Text to 3{D} Scene Generation with Rich Lexical Grounding,2015,"text, 3d scene generation, rich lexical grounding",60
{M}ulti{G}ran{CNN}: An Architecture for General Matching of Text Chunks on Multiple Levels of Granularity,2015,"multigrancnn, architecture, general matching, text chunks, multiple levels of granularity",60
Weakly Supervised Models of Aspect-Sentiment for Online Course Discussion Forums,2015,"weakly supervised models, aspect-sentiment, online course discussion forums",49
Semantically Smooth Knowledge Graph Embedding,2015,"semantically smooth, knowledge graph, embedding",98
{S}ens{E}mbed: Learning Sense Embeddings for Word and Relational Similarity,2015,"sensembed, sense embeddings, word similarity, relational similarity, learning",254
Revisiting Word Embedding for Contrasting Meaning,2015,"word embedding, contrasting meaning",44
Joint Models of Disagreement and Stance in Online Debate,2015,"joint models, disagreement, stance, online debate",93
Low-Rank Regularization for Sparse Conjunctive Feature Spaces: An Application to Named Entity Classification,2015,"low-rank regularization, sparse conjunctive feature spaces, named entity classification",8
Learning Word Representations by Jointly Modeling Syntagmatic and Paradigmatic Relations,2015,"word representations, jointly modeling, syntagmatic relations, paradigmatic relations",45
Learning Dynamic Feature Selection for Fast Sequential Prediction,2015,"dynamic feature selection, fast sequential prediction, learning",14
Compositional Vector Space Models for Knowledge Base Completion,2015,"compositional vector space models, knowledge base completion",183
Event Extraction via Dynamic Multi-Pooling Convolutional Neural Networks,2015,"event extraction, dynamic multi-pooling, convolutional neural networks",331
Stacked Ensembles of Information Extractors for Knowledge-Base Population,2015,"stacked ensembles, information extractors, knowledge-base population",31
Generative Event Schema Induction with Entity Disambiguation,2015,"generative event, schema induction, entity disambiguation",40
Syntax-based Simultaneous Translation through Prediction of Unseen Syntactic Constituents,2015,"syntax-based simultaneous translation, prediction, unseen syntactic constituents",24
Efficient Top-Down {BTG} Parsing for Machine Translation Preordering,2015,"top-down btg parsing, machine translation preordering",29
Online Multitask Learning for Machine Translation Quality Estimation,2015,"online multitask learning, machine translation quality estimation",18
A Context-Aware Topic Model for Statistical Machine Translation,2015,"context-aware topic model, statistical machine translation",13
Learning Answer-Entailing Structures for Machine Comprehension,2015,"answer-entailing structures, machine comprehension",50
Learning Continuous Word Embedding with Metadata for Question Retrieval in Community Question Answering,2015,"continuous word embedding, metadata, question retrieval, community question answering",152
Question Answering over {F}reebase with Multi-Column Convolutional Neural Networks,2015,"question answering, freebase, multi-column convolutional neural networks",289
Hubness and Pollution: Delving into Cross-Space Mapping for Zero-Shot Learning,2015,"hubness, pollution, cross-space mapping, zero-shot learning",155
A Generalisation of Lexical Functions for Composition in Distributional Semantics,2015,"generalisation, lexical functions, composition, distributional semantics",10
Simple Learning and Compositional Application of Perceptually Grounded Word Meanings for Incremental Reference Resolution,2015,"learning, compositional application, perceptually grounded word meanings, incremental reference resolution",64
Neural {CRF} Parsing,2015,"neural, crf parsing",105
An Effective Neural Network Model for Graph-based Dependency Parsing,2015,"neural network model, graph-based dependency parsing",51
Structured Training for Neural Network Transition-Based Parsing,2015,"structured training, neural network, transition-based parsing",196
Transition-Based Dependency Parsing with Stack Long Short-Term Memory,2015,"transition-based dependency parsing, stack long short-term memory",652
Leveraging Linguistic Structure For Open Domain Information Extraction,2015,"linguistic structure, open domain information extraction",390
Joint Information Extraction and Reasoning: A Scalable Statistical Relational Learning Approach,2015,"joint information extraction, reasoning, scalable statistical relational learning approach",13
A Knowledge-Intensive Model for Prepositional Phrase Attachment,2015,"knowledge-intensive model, prepositional phrase attachment",16
A Convolution Kernel Approach to Identifying Comparisons in Text,2015,"convolution kernel, comparisons in text",6
It Depends: Dependency Parser Comparison Using A Web-based Evaluation Tool,2015,"dependency parser, web-based evaluation tool, comparison",105
Generating High Quality Proposition {B}anks for Multilingual Semantic Role Labeling,2015,"proposition banks, multilingual semantic role labeling",50
Aligning Opinions: Cross-Lingual Opinion Mining with Dependencies,2015,"opinions, cross-lingual opinion mining, dependencies",14
Learning to Adapt Credible Knowledge in Cross-lingual Sentiment Analysis,2015,"adapt credible knowledge, cross-lingual sentiment analysis, learning",21
