Title,Year,Important Words,Citations
An Automated Scoring Tool for {K}orean Supply-type Items Based on Semi-Supervised Learning,2015,"scoring tool, korean supply-type items, supervised data",0
A System for Generating Multiple Choice Questions: With a Novel Approach for Sentence Selection,2015,"system, multiple-choice question generation, novel approach, sentence selection",16
The {``}News Web Easy{''} news service as a resource for teaching and learning {J}apanese: An assessment of the comprehension difficulty of {J}apanese sentence-end expressions,2015,"""news web easy"" news service, teaching, learning japanese, evaluate, comprehension, entity morphs",0
Grammatical Error Correction Considering Multi-word Expressions,2015,"linguistic error correction, multiword expressions",1
Salinlahi {III}: An Intelligent Tutoring System for {F}ilipino Heritage Language Learners,2015,"salinlahi iii, intelligent tutoring system, filipino",0
Using Finite State Transducers for Helping Foreign Language Learning,2015,"finite state transducers, private language learning",1
{C}hinese Grammatical Error Diagnosis Using Ensemble Learning,2015,"chinese grammar, diagnose, ensemble learning",18
Condition Random Fields-based Grammatical Error Detection for {C}hinese as Second Language,2015,"condition random fields, grammar error detection, chinese as second language",7
Improving {C}hinese Grammatical Error Correction with Corpus Augmentation and Hierarchical Phrase-based Statistical Machine Translation,2015,"chinese grammar, semantic maps, improve, hierarchical statistical machine translation",7
{C}hinese Grammatical Error Diagnosis System Based on Hybrid Model,2015,"chinese grammatical error diagnosis system, hybrid model",6
Proceedings of the Workshop on Noisy User-generated Text,2015,workshop on noisy user-generated text,0
Minority Language {T}witter: Part-of-Speech Tagging and Analysis of {I}rish Tweets,2015,"minority language, part-of-speech tagging, analysis, twittirish",26
Challenges of studying and processing dialects in social media,2015,"studies, process, dialect, social media",47
Toward Tweets Normalization Using Maximum Entropy,2015,"tweet, normalizer, maximum entropy",12
Five Shades of Noise: Analyzing Machine Translation Errors in User-Generated Text,2015,"noise, mt4all, user-generated text",10
A Normalizer for {UGC} in {B}razilian {P}ortuguese,2015,"normalizer, ugc, brazilian portuguese",8
{USFD}: {T}witter {NER} with Drift Compensation and Linked Data,2015,"usfd, twitter ner, drift compensation, linked-data",12
{NRC}: Infused Phrase Vectors for Named Entity Recognition in {T}witter,2015,"nrc, infused phrase vectors, named entity learning, twitter",10
{IITP}: Multiobjective Differential Evolution based {T}witter Named Entity Recognition,2015,"iitp, multiobjective optimization, twitter, named entity learning",8
Data Adaptation for Named Entity Recognition on Tweets with Features-Rich {CRF},2015,"data adaptation, named entity learning, tweet, features-rich crf",2
{H}allym: Named Entity Recognition on {T}witter with Word Representation,2015,"hallym, named entity learning, twitter, word representation",6
{IHS}{\_}{RD}: Lexical Normalization for {E}nglish Tweets,2015,"ihs_rd, lexical normalisation, #tweets",13
{B}ekli:A Simple Approach to {T}witter Text Normalization.,2015,"bekli, simple method, social text normalization",14
{NCSU}-{SAS}-Ning: Candidate Generation and Feature Engineering for Supervised Lexical Normalization,2015,"ncsu, candidate generation, nepali social media, supervised lexical substitution",24
{DCU}-{ADAPT}: Learning Edit Operations for Microblog Normalisation with the Generalised Perceptron,2015,"dcu-adapt, edit operations, microblog normalisation, generalised perceptron",4
{LYSGROUP}: Adapting a {S}panish microtext normalization system to {E}nglish.,2015,"lysgroup, spanish microtext normalization, english",8
{IITP}: Hybrid Approach for Text Normalization in {T}witter,2015,"iitp, hybrid approach, text smoothing, twitter",15
{NCSU}{\_}{SAS}{\_}{WOOKHEE}: A Deep Contextual Long-Short Term Memory Model for Text Normalization,2015,"deep long short-memory models, text smoothing",24
{USZEGED}: Correction Type-sensitive Normalization of {E}nglish Tweets Using Efficiently Indexed n-gram Statistics,2015,"uszeged, correction type-sensitive normalization, #tweets, n-gram analytics",8
Shared Tasks of the 2015 Workshop on Noisy User-generated Text: {T}witter Lexical Normalization and Named Entity Recognition,2015,"2015 workshop on noisy user-generated text, cultural cues, named entity learning",152
Enhancing Named Entity Recognition in {T}witter Messages Using Entity Linking,2015,"named entity learning, twitter messages, entity linkage",31
Improving {T}witter Named Entity Recognition using Word Representations,2015,"twitter, named entity learning, word representation",14
Multimedia Lab @ {ACL} {WNUT} {NER} Shared Task: Named Entity Recognition for {T}witter Microposts using Distributed Word Representations,2015,"multimedia lab, acl wnut ner shared task, named entity learning, twitter microposts, distributed word models",175
{NCSU}{\_}{SAS}{\_}{SAM}: Deep Encoding and Reconstruction for Normalization of Noisy Text,2015,"ncsu, deep encoding, reconstruction, normalizer, noisy-text",15
Learning finite state word representations for unsupervised {T}witter adaptation of {POS} taggers,2015,"finite-state representation, unsupervised twitter adaptation, pos tagger",0
Towards {POS} Tagging for {A}rabic Tweets,2015,"pos tagging, arabic tweets",2
Proceedings of the 4th Workshop on Linked Data in Linguistics: Resources and Applications,2015,"4th workshop, linked-data, linguistic, resource, application",0
From {DB}pedia and {W}ord{N}et hierarchies to {L}inked{I}n and {T}witter,2015,"dbpedia, wordnet hierarchy, linkedin, twitter",1
A Linked Data Model for Multimodal Sentiment and Emotion Analysis,2015,"linked-data, bioki:enzymes, emotive",9
Seeing is Correcting: curating lexical resources using social interfaces,2015,"curating, lexical sources, social interfaces",7
Sar-graphs: A Linked Linguistic Knowledge Resource Connecting Facts with Language,2015,"sar-graphs, lexical knowledge base, fact, english",5
Reconciling Heterogeneous Descriptions of Language Resources,2015,"heterogeneous descriptions, language resources",9
{RDF} Representation of Licenses for Language Resources,2015,"rdf, licenses, language resources",27
Linking Four Heterogeneous Language Resources as Linked Data,2015,"heterogeneous models, linked-data",6
{EVAL}ution 1.0: an Evolving Semantic Dataset for Training and Evaluation of Distributional Semantic Models,2015,"evalution 0, semantic dataset, training, evaluate, textes en fran\ccais",71
Linguistic Linked Data in {C}hinese: The Case of {C}hinese {W}ordnet,2015,"linguistic networks, chinese, chinese wordnet",5
Proceedings of the Fourth Workshop on Hybrid Approaches to Translation ({H}y{T}ra),2015,"5th workshop, hybrid approach, translate, hytra",0
Bootstrapping a hybrid deep {MT} system,2015,"bootstrapped, hybrid deep mt system",5
Multi-system machine translation using online {API}s for {E}nglish-{L}atvian,2015,"cross system machine translation, online apis, english, latvian",5
What a Transfer-Based System Brings to the Combination with {PBMT},2015,"transfer system, combo, pbmt",6
Establishing sentential structure via realignments from small parallel corpora,2015,"sentential, re-aligning, small parallel corpus",0
Passive and Pervasive Use of Bilingual Dictionary in Statistical Machine Translation,2015,"bilingual dictionary, lightweight models",4
Automated Simultaneous Interpretation: Hints of a Cognitive Framework for Machine Translation,2015,"automatic interpretation system, cognitive models, machine translate",0
A fuzzier approach to machine translation evaluation: A pilot study on post-editing productivity and automated metrics in commercial settings,2015,"fuzzy use, machine translation evaluation, pilot study, post-editor productivity, automated metrics, commercial systems",10
A Methodology for Bilingual Lexicon Extraction from Comparable Corpora,2015,"methodology, bilingual lexical access, comparable corpora",1
Ongoing Study for Enhancing {C}hinese-{S}panish Translation with Morphology Strategies,2015,"spanish translation, morphology strategies, study",2
{B}aidu Translate: Research and Products,2015,"baidu, research, product",9
On Improving the Human Translation Process by Using {MT} Technologies under a Cognitive Framework,2015,"human translation process, mt technology, cognitive models",0
Towards a shared task for shallow semantics-based translation (in an industrial setting),2015,"shared task, shallow semantics, industrial setting",0
Proceedings of the 3rd Workshop on Continuous Vector Space Models and their Compositionality,2015,"workshop, continuous vector spaces, compositionality",0
Learning Embeddings for Transitive Verb Disambiguation by Implicit Tensor Factorization,2015,"learning embeddings, transitive, 4th edition",11
Recursive Neural Networks Can Learn Logical Semantics,2015,"recursive neural network, logical semantics",104
Concept Extensions as the Basis for Vector-Space Semantics: Combining Distributional and Ontological Information about Entities,2015,"concept extensions, vector-space semantics, distributional data, ontological status, entity",0
Joint Semantic Relevance Learning with Text Data and Graph Knowledge,2015,"joint semantic, text data, graph theory",26
Exploring the effect of semantic similarity for Phrase-based Machine Translation,2015,"pingan smart health, phrase-based machine",0
